"","Federal_District_eng","Federal_District_rus","Region_eng","Region_rus","Settlement_eng","Settlement_rus","long_city","lat_city","oktmo","num_population","pr_location_eng","pr_location_rus","distance_pedestrian","duration_pedestrian","distance_masstransit","duration_masstransit","Date","pr_type_rus","pr_type_eng","agreement","Prime_Org_eng","Prime_Org_rus","actor_kprf","actor_ldpr","actor_naval","actor_jr","actor_yab","actor_trade","actor_other","pr_number_mean","pr_number_min","pr_number_max","pr_number_category","pr_arrest","pr_arrest_category","act_arrest","link_1","link_2","link_3","source_type_rus","source_type_eng"
"1213","Ural","Уральский","Tumen Region","Тюменская область","Ishim","Ишим",69.457073,56.109175,71705000,69003,"","",NA,NA,NA,NA,"2018-09-02","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,80,NA,NA,"under 100","","no",NA,"https://general-ivanov1.livejournal.com/118512.html","","","СМИ","mass media"
"1214","Ural","Уральский","Tumen Region","Тюменская область","Tobol'sk","Тобольск",68.253771,58.201698,71710000,103019,"Mendeleevu Monument","Памятник Менделееву",2597,1869,4911.7565319745,2534,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,600,NA,NA,"under 1000","","no",NA,"https://vk.com/wall-34277986_1372953","https://www.nakanune.ru/news/2018/07/30/22514939/","","и то и то","both"
"1215","Ural","Уральский","Tumen Region","Тюменская область","Tobol'sk","Тобольск",68.253771,58.201698,71710000,103019,"Pobedy Square","Площадь Победы",698,502,698,502,"2018-09-22","анонс","announcement",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/stoppensionreform?w=wall-163428165_87","https://vk.com/wall-26362316_824228","","блог","blog"
"1216","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"Komsomol'skii Skver (park)","Комсомольский Сквер",2860,2059,2819.90708541156,1304,"2018-06-29","митинг","rally",0,"Trade Unions","Профсоюзы",1,1,NA,NA,NA,NA,1,300,200,400,"several hundreds","","no",NA,"http://park72.ru/socium/174662/","https://www.nakanune.ru/news/2018/06/29/22512185/","","СМИ","mass media"
"1217","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"","",NA,NA,NA,NA,"2018-07-01","отказ - не состоялся","refusal - did not take place",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://ng72.ru/news/view/17853","","","СМИ","mass media"
"1218","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"Tsentral'naya Square","Центральная Площадь",21,15,21,15,"2018-07-03","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,1,NA,150,NA,NA,"several hundreds","","no",NA,"https://www.rline.tv/news/2018-07-04-kprf-provela-v-tyumeni-neryungri-yoshkar-ole-izhevske-aktsii-protesta-protiv-povysheniya-pensionnogo/","https://ng72.ru/news/view/04-07-2018-ya-ne-hochu-umirat-na-rabote-na-centralnoy-ploshchadi-v-tyumeni-proshel-miting-protiv-povysheniya-pensionnogo-vozrasta","https://www.solidarnost.org/news/Tyumenskie_profsoyuzy_nazvali_pensionnuyu_reformu__pozorischem_.html","СМИ","mass media"
"1219","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"Tsentral'naya Square","Центральная Площадь",21,15,21,15,"2018-07-20","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,450,400,500,"several hundreds","","no",NA,"https://www.kommersant.ru/doc/3700064","https://www.znak.com/2018-07-21/v_tyumeni_proshel_tretiy_miting_protiv_povysheniya_pensionnogo_vozrasta","https://www.nakanune.ru/news/2018/07/18/22513886/","СМИ","mass media"
"1220","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"Komsomol'skii skver (park)","Комсомольский Сквер",2860,2059,2819.90708541156,1304,"2018-07-27","митинг","rally",1,"CPRF","КПРФ",1,1,NA,NA,NA,NA,NA,700,NA,NA,"under 1000","","no",NA,"https://www.kommersant.ru/doc/3700064","https://www.nakanune.ru/news/2018/07/26/22514721/","","СМИ","mass media"
"1221","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"Tekut'evskii Boulevard","Текутьевский бульвар",2122,1528,2461.31438585714,965,"2018-08-04","митинг","rally",NA,"Other","Другое",NA,NA,NA,NA,NA,NA,1,30,NA,NA,"less 50","","no",NA,"https://rkrp72.ru/?p=4456","","","СМИ","mass media"
"1222","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"Tsentral'naya Square","Центральная Площадь",21,15,21,15,"2018-08-15","митинг","rally",NA,"Other","Другое",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://www.nakanune.ru/news/2018/08/13/22516183/","","","СМИ","mass media"
"1223","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"Lenin monument","Памятник В.И. Ленину",636,457,1071.93429081412,533,"2018-09-03","митинг","rally",0,"Other","Другое",NA,NA,NA,NA,NA,NA,1,500,NA,NA,"under 1000","","no",NA,"https://rkrp72.ru/?p=4535","https://rkrp72.ru/?tag=центральная-площадь&paged=2","https://rkrp72.ru/?p=4533","блог","blog"
"1224","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"Oblastnaja Duma (administrative building)","Областная Дума",0,0,0,0,"2018-09-09","митинг","rally",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,300,NA,NA,"several hundreds","4","yes",1,"https://www.sibreal.org/a/29479625.html","https://vk.com/wall-68165950?day=10092018&w=wall-68165950_10248%2Fall","https://www.kommersant.ru/doc/3737084","и то и то","both"
"1225","Ural","Уральский","Tumen Region","Тюменская область","Tjumen'","Тюмень",65.541227,57.152985,71701000,744554,"Ploschad' Bortsov Revoljutsii","Площадь Борцов Революции",1126,811,1181.83703575027,572,"2018-09-22","анонс","announcement",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://www.leftfront.org/?p=7358","https://vk.com/wall-26362316_824228","","блог","blog"
"1226","Ural","Уральский","Tumen Region","Тюменская область","Jalutorovsk","Ялуторовск",66.312215,56.654694,71715000,40701,"","",NA,NA,NA,NA,"2018-07-28","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,100,NA,NA,"several hundreds","","no",NA,"https://www.nakanune.ru/news/2018/07/30/22514939/","","","СМИ","mass media"
"1227","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Votkinsk","Воткинск",53.987401,57.051811,94710000,97345,"","",NA,NA,NA,NA,"2018-07-01","митинг","rally",NA,"Activists","Активисты",NA,NA,NA,NA,NA,NA,1,70,NA,NA,"under 100","","no",NA,"https://andrey-konoval.livejournal.com/360972.html","","","блог","blog"
"1228","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Votkinsk","Воткинск",53.987401,57.051811,94710000,97345,"Dom Kul'tury (Culture Center) ""Jubilejnyi""","Дом Культуры ""Юбилейный""",584,420,584,420,"2018-09-22","анонс","announcement",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/wall-26362316_824228","","","блог","blog"
"1229","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Glazov","Глазов",52.674253,58.140801,94720000,92381,"","",NA,NA,NA,NA,"2018-07-19","митинг","rally",NA,"Activists","Активисты",1,NA,NA,NA,NA,NA,1,500,NA,NA,"under 1000","","no",NA,"https://rossaprimavera.ru/news/002063a5","","","СМИ","mass media"
"1230","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Glazov","Глазов",52.674253,58.140801,94720000,92381,"KTs «Russia» (Culture Center)","КЦ «Россия»",0,0,0,0,"2018-09-05","митинг","rally",1,"Other","Другое",NA,NA,NA,NA,NA,NA,1,100,NA,NA,"several hundreds","","no",NA,"https://gorodglazov.com/2018/07/13/v-glazove-proshel-piket-narod-protiv-povysheniya-pensionnogo-vozrasta/","","","СМИ","mass media"
"1231","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Glazov","Глазов",52.674253,58.140801,94720000,92381,"KTs «Russia» (Culture Center)","КЦ «Россия»",0,0,0,0,"2018-09-27","анонс","announcement",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/wall-26362316_824228","","","блог","blog"
"1232","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"Kinoteatr Russia  (cinema)","Кинотеатр Россия",0,0,0,0,"2018-07-01","митинг","rally",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,1,500,NA,NA,"under 1000","","no",NA,"https://www.idelreal.org/a/29338245.html","https://www.kommersant.ru/doc/3674817","https://www.idelreal.org/a/29392590.html","СМИ","mass media"
"1233","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"Druzhby narodov Monument","Монумент Дружбы народов",5807,4181,6958.39457805073,1991,"2018-07-03","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,500,NA,NA,"under 1000","","no",NA,"https://vk.com/kprf32?w=wall-118694691_1989","https://www.rline.tv/news/2018-07-04-kprf-provela-v-tyumeni-neryungri-yoshkar-ole-izhevske-aktsii-protesta-protiv-povysheniya-pensionnogo/","https://www.idelreal.org/a/29392590.html","и то и то","both"
"1234","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"Druzhby narodov Monument","Монумент Дружбы народов",5807,4181,6958.39457805073,1991,"2018-07-26","митинг","rally",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,2000,NA,NA,"more 1000","","no",NA,"https://www.idelreal.org/a/29392590.html","","","СМИ","mass media"
"1235","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"Gor'kogo Street","ул. Горького",585,421,585,421,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.youtube.com/watch?v=otH_EsQPnTE","http://komsomolrf.ru/novosti/v-rossii-projdut-100-mitingov-protiv-povysheniya-pensionnogo-vozrasta.html","","блог","blog"
"1236","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"Druzhby narodov Monument","Монумент Дружбы народов",5807,4181,6958.39457805073,1991,"2018-08-16","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.interfax-russia.ru/volga/news/ocherednoy-miting-protiv-povysheniya-pensionnogo-vozrasta-proshel-v-izhevske","","","СМИ","mass media"
"1237","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"Administartion building","Здание администрации",0,0,0,0,"2018-09-02","митинг","rally",0,"Other","Другое",NA,NA,NA,NA,NA,NA,1,60,NA,NA,"under 100","","no",NA,"https://www.kommersant.ru/doc/3730991","","","СМИ","mass media"
"1238","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"","",NA,NA,NA,NA,"2018-09-02","массовый пикет","mass picket",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"","","no",NA,"http://www.yktimes.ru/новости/pensionnyie-mitingi-nikto-ne-otmenyaet/","","","СМИ","mass media"
"1239","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"Kinoteatr Russia  (cinema)","Кинотеатр Россия",0,0,0,0,"2018-09-04","митинг","rally",1,"Trade Unions","Профсоюзы",1,NA,NA,NA,NA,1,NA,2000,NA,NA,"more 1000","","no",NA,"https://www.solidarnost.org/articles/Vtoraya_volna_protesta.html","http://www.yktimes.ru/новости/pensionnyie-mitingi-nikto-ne-otmenyaet/","http://komsomolrf.ru/novosti/kazhdyj-nash-miting-kazhdyj-piket-udar-po-mraku-kapitala.html","СМИ","mass media"
"1240","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"Kinoteatr Russia  (cinema)","Кинотеатр Россия",0,0,0,0,"2018-09-09","митинг","rally",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,350,NA,NA,"several hundreds","","no",NA,"https://www.kommersant.ru/doc/3737084","","","СМИ","mass media"
"1241","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Izhevsk","Ижевск",53.2069,56.852676,94701000,648944,"Druzhby narodov Monument","Монумент Дружбы народов",5807,4181,6958.39457805073,1991,"2018-09-22","анонс","announcement",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://www.leftfront.org/?p=7358","https://vk.com/wall-26362316_824228","","блог","blog"
"1242","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Sarapul","Сарапул",53.803678,56.461626,94740000,96361,"","",NA,NA,NA,NA,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,500,NA,NA,"under 1000","","no",NA,"https://vk.com/sarapul_protiv?w=wall-168847619_493","https://www.idelreal.org/a/29395737.html","","блог","blog"
"1243","Volga Federal District","Приволжский","Republic of Udmurtia","Удмуртская Республика","Sarapul","Сарапул",53.803678,56.461626,94740000,96361,"Dom Kul'tury (Culture Center) ""ZIO""","Дом Культуры ""ЗИО""",2258,1626,3129.67994983707,1361,"2018-09-22","анонс","announcement",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://vk.com/wall-26362316_824228","","","блог","blog"
"1244","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Dimitrovgrad","Димитровград",49.623924,54.217515,73705000,114229,"","",NA,NA,NA,NA,"2018-06-26","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,1000,1000,1000,"more 1000","","no",NA,"https://www.youtube.com/watch?v=JEX2S8Z0-0Q&list=LLTZ0-WtP9xAaIH1DdhqdMMw&index=128","http://ulgrad.ru/?p=173493","","и то и то","both"
"1245","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Dimitrovgrad","Димитровград",49.623924,54.217515,73705000,114229,"Sovetov Square","Площадь Советов",6,4,6,4,"2018-07-04","митинг","rally",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,450,400,500,"several hundreds","","no",NA,"https://newdaynews.ru/society/639509.html","https://vk.com/club168123142?z=video93205126_456239082%2Ff3b1c336c1a196289b%2Fpl_post_-168123142_33","https://www.trisosny.ru/news/society/14047-dimitrovgradskie-profsoyuzy-protiv-povysheniya-pensionnogo-vozrasta.html#.X6HYei35ZQI","и то и то","both"
"1246","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Dimitrovgrad","Димитровград",49.623924,54.217515,73705000,114229,"NKTs im. Slavskogo","НКЦ им. Славского",5650,4068,7231.0737426523,1742,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,300,300,300,"several hundreds","","no",NA,"http://komsomolrf.ru/novosti/v-rossii-projdut-100-mitingov-protiv-povysheniya-pensionnogo-vozrasta.html","https://www.youtube.com/watch?v=l3Fpo2ADi9c&list=PUcNilaaKkHGnzJs62Kbfs_Q&index=165","","и то и то","both"
"1247","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Dimitrovgrad","Димитровград",49.623924,54.217515,73705000,114229,"","",NA,NA,NA,NA,"2018-09-02","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.idelreal.org/a/29467776.html","","","СМИ","mass media"
"1248","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Dimitrovgrad","Димитровград",49.623924,54.217515,73705000,114229,"Sovetov Square","Площадь Советов",6,4,NA,NA,"2018-09-22","анонс","announcement",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,NA,NA,NA,"","","no",NA,"https://www.leftfront.org/?p=7358","https://vk.com/wall-26362316_824228","","блог","blog"
"1249","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Novospasskoe","Новоспасское",47.765759,53.14745,73629151,10643,"","",NA,NA,NA,NA,"2018-07-25","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,100,100,100,"several hundreds","","no",NA,"https://www.youtube.com/watch?v=DDyiHKhX-rg","https://yandex.ru/maps/68/chita/?ll=113.525187%2C52.026283&mode=usermaps&source=constructorLink&um=constructor%3A6bba315064dce6c325fc915ec3b5bb2dfd7f0438a9adef7158c4b0a917732d8b&z=7","","блог","blog"
"1250","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Novoul'janovsk","Новоульяновск",48.384824,54.151718,73715000,13903,"","",NA,NA,NA,NA,"2018-07-21","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,200,200,200,"several hundreds","","no",NA,"https://yandex.ru/maps/68/chita/?ll=113.525187%2C52.026283&mode=usermaps&source=constructorLink&um=constructor%3A6bba315064dce6c325fc915ec3b5bb2dfd7f0438a9adef7158c4b0a917732d8b&z=7","https://www.youtube.com/watch?v=01vvK2nB994","","блог","blog"
"1251","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"Sobornaya Square","Соборная Площадь",6,4,6,4,"2018-06-18","анонс","announcement",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"http://ulgrad.ru/?p=172993","","","СМИ","mass media"
"1252","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"Sobornaya Square","Соборная Площадь",6,4,6,4,"2018-06-25","митинг","rally",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,700,400,1000,"under 1000","","no",NA,"https://ulpressa.ru/2018/06/25/в-параллель-с-концертом-с-советскими-п/","https://ul.aif.ru/society/v_ulyanovske_kprf_zovet_na_pensionnyy_miting_vopreki_zapretu?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews%2Fstory%2FV_Ulyanovske_KPRF_zovet_na_pensionnyj_miting_vopreki_zapretu--f5f8f944212aa10f3938a1d6ee66c9fa","http://ulgrad.ru/?p=173360","СМИ","mass media"
"1253","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"","",NA,NA,NA,NA,"2018-06-27","одиночный пикет","single picket",0,"LDPR","ЛДПР",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://ulnovosti.ru/politic/Ulyanovsk_Pensionnaya_reforma_est_li_tolk_v_proteste/","","","СМИ","mass media"
"1254","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"Lenin monument","Памятник В.И. Ленину",1304,939,1332.95229124664,742,"2018-07-01","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,1000,1000,1000,"more 1000","","no",NA,"https://ulnovosti.ru/politic/Ulyanovsk_Pensionnaya_reforma_est_li_tolk_v_proteste/","","","СМИ","mass media"
"1255","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"","",NA,NA,NA,NA,"2018-07-07","анонс","announcement",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"http://ulgrad.ru/?p=173493","","","СМИ","mass media"
"1256","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"","",NA,NA,NA,NA,"2018-07-09","митинг","rally",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://73kprf.ru/?newsid=9616","","","блог","blog"
"1257","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"","",NA,NA,NA,NA,"2018-07-13","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,500,500,500,"under 1000","","no",NA,"https://life73.ru/2018/07/14/vo-vremya-mitinga-protiv-pensionnoj-reformy-zavolzhtsy-prognali-so-stseny-yumakulova/","","","СМИ","mass media"
"1258","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"Lenin Square","Площадь им. В.И. Ленина",514,370,514,370,"2018-07-28","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,2000,2000,2000,"more 1000","","no",NA,"https://news.myseldon.com/ru/news/index/192486138","http://komsomolrf.ru/novosti/v-rossii-projdut-100-mitingov-protiv-povysheniya-pensionnogo-vozrasta.html","http://ulgrad.ru/?p=174794","СМИ","mass media"
"1259","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"Sobornaya Square","Соборная Площадь",6,4,6,4,"2018-09-02","митинг","rally",0,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","no",NA,"https://www.idelreal.org/a/29467776.html","http://ulgrad.ru/?p=176463","","СМИ","mass media"
"1260","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"Goncharova 11a","ул. Гончарова, 11а",783,564,1470.98261393144,728,"2018-09-09","одиночный пикет","single picket",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,1,1,1,"less 50","","no",NA,"https://www.idelreal.org/a/29480137.html","","","СМИ","mass media"
"1261","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"30-letiya Pobedy Square","Площадь 30-летия Победы",1039,748,1286.79157391261,805,"2018-09-22","митинг","rally",1,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,1,500,500,500,"under 1000","","no",NA,"https://www.leftfront.org/?p=7358","https://misanec.ru/2018/09/30/ульяновцы-протестуют-прошли-сразу-тр/","","и то и то","both"
"1262","Volga Federal District","Приволжский","Ulyanovsk Region","Ульяновская область","Ul'janovsk","Ульяновск",48.403132,54.314192,73701000,627870,"Lenin Square","Площадь им. В.И. Ленина",514,370,514,370,"2018-09-22","митинг","rally",1,"Kommunisty Rossii","Коммунисты России",NA,NA,NA,NA,NA,NA,1,40,40,40,"less 50","","no",NA,"https://misanec.ru/2018/09/30/ульяновцы-протестуют-прошли-сразу-тр/","","","СМИ","mass media"
"1263","Far East","Дальневосточный","Habarovsk Region","Хабаровский край","Amursk","Амурск",136.910607,50.226797,8603101,39046,"","",NA,NA,NA,NA,"2018-07-03","митинг","rally",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,75,50,100,"under 100","","no",NA,"https://www.solidarnost.org/longread/strana-mitingov","","","СМИ","mass media"
"1264","Far East","Дальневосточный","Habarovsk Region","Хабаровский край","Komsomol'sk-na-Amure","Комсомольск-на-Амуре",137.008685,50.550055,8709000,246607,"Tsentral'naja Square","Центральная Площадь",0,0,0,0,"2018-07-01","митинг","rally",1,"CPRF","КПРФ",1,1,1,NA,NA,1,1,1000,500,1500,"more 1000","","no",NA,"https://twitter.com/b_zolotarevskiy/status/1013298542587338752/photo/1","https://www.currenttime.tv/a/29330109.html","https://www.rbc.ru/politics/21/06/2018/5b2b54909a79470bb0847ecf","и то и то","both"
"1265","Far East","Дальневосточный","Habarovsk Region","Хабаровский край","Komsomol'sk-na-Amure","Комсомольск-на-Амуре",137.008685,50.550055,8709000,246607,"","",NA,NA,NA,NA,"2018-07-03","митинг","rally",1,"Trade Unions","Профсоюзы",NA,NA,NA,NA,NA,1,NA,75,50,100,"under 100","","no",NA,"https://www.solidarnost.org/longread/strana-mitingov","https://www.sibreal.org/a/29334372.html","","СМИ","mass media"
"1266","Far East","Дальневосточный","Habarovsk Region","Хабаровский край","Komsomol'sk-na-Amure","Комсомольск-на-Амуре",137.008685,50.550055,8709000,246607,"Lenin Square","Площадь им. В.И. Ленина",11,8,11,8,"2018-07-15","митинг","rally",NA,"Other","Другое",NA,NA,NA,NA,NA,NA,1,150,NA,NA,"several hundreds","","no",NA,"https://www.dvnovosti.ru/komsomolsk/2018/07/16/85569/","","","СМИ","mass media"
"1267","Far East","Дальневосточный","Habarovsk Region","Хабаровский край","Komsomol'sk-na-Amure","Комсомольск-на-Амуре",137.008685,50.550055,8709000,246607,"Lenin Square","Площадь им. В.И. Ленина",11,8,11,8,"2018-07-28","анонс","announcement",NA,"CPRF","КПРФ",1,NA,NA,1,NA,NA,1,NA,NA,NA,"","","no",NA,"http://komsomolrf.ru/novosti/v-rossii-projdut-100-mitingov-protiv-povysheniya-pensionnogo-vozrasta.html","","","СМИ","mass media"
"1268","Far East","Дальневосточный","Habarovsk Region","Хабаровский край","Komsomol'sk-na-Amure","Комсомольск-на-Амуре",137.008685,50.550055,8709000,246607,"Junosti Square","Площадь Юности",1717,1236,2620.49537438521,1046,"2018-08-26","митинг","rally",1,"Other","Другое",1,NA,NA,NA,NA,NA,1,100,NA,NA,"several hundreds","","no",NA,"https://vk.com/id283296236?w=wall283296236_2104","https://zona.media/chronicle/pensions","","и то и то","both"
"1269","Far East","Дальневосточный","Habarovsk Region","Хабаровский край","Komsomol'sk-na-Amure","Комсомольск-на-Амуре",137.008685,50.550055,8709000,246607,"","",NA,NA,NA,NA,"2018-09-09","митинг","rally",0,"Navalny","Навальный",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","5","yes",NA,"https://www.sibreal.org/a/29479625.html","https://vk.com/wall-146870653?day=10092018&w=wall-146870653_2367%2Fall","","и то и то","both"
"1270","Far East","Дальневосточный","Habarovsk Region","Хабаровский край","Komsomol'sk-na-Amure","Комсомольск-на-Амуре",137.008685,50.550055,8709000,246607,"","",NA,NA,NA,NA,"2018-09-22","митинг","rally",NA,"CPRF","КПРФ",1,NA,NA,NA,NA,NA,NA,100,NA,NA,"several hundreds","","no",NA,"https://bel.ru/news/city/22-09-2018/kommunisty-mitingovali-protiv-povysheniya-pensionnogo-vozrasta-menshim-sostavom","","","СМИ","mass media"
